Date,City,Temperature,Humidity,AirQualityIndex,NoiseLevel_dB,HumanActivityLevel,NearbyGreenSpaces,RoadDensity,WildlifeSpecies,SpeciesCategory,NumberOfSightings,TimeOfDay,WeatherCondition,DayOfWeek,Season,ProximityToWaterSource,UrbanDevelopmentIndex,PublicAwarenessLevel,ConservationEffortsLevel,GarbageManagementScore,LightPollutionLevel,TypeOfSighting,PhotographicEvidence,CitizenReportReliability,SightingDuration_Min,InteractionType,AnimalBehavior,IsEndangeredSpecies,DistanceFromCityCenter_km,ResidentialAreaType,NoiseToleranceLevel,VegetationDensity,ObservationMethod
29-08-22,Karachi,18.3,85.2,215,40,0,2,5,Fox,Mammal,3,Afternoon,Cloudy,Fri,Autumn,6,0.64,0.12,0.57,0.68,0.16,Heard,Yes,0.92,45.7,Chased,Aggressive,No,26.7,Semi-urban,0.17,0.88,Website
21-04-10,Quetta,17.1,28.1,281,60,4,0,8,Hedgehog,Mammal,2,Morning,Foggy,Sat,Summer,8,0.68,0.98,0.61,0.43,0.26,Fed,Yes,0.38,12.9,Seen,Feeding,No,35.2,Rural,0.72,0.8,Website
11-06-13,Lahore,29,29.7,227,70,6,3,5,Porcupine,Mammal,9,Evening,Foggy,Tue,Spring,7,0.24,0.96,0.43,0.07,0.2,Fed,No,0.84,45.8,Seen,Aggressive,Yes,11,Urban,0.1,0.17,App
04-10-17,Quetta,30,68.7,136,61,6,4,8,Hedgehog,Mammal,2,Morning,Sunny,Mon,Winter,1,0.18,0.77,0.6,0.32,0.46,Fed,Yes,0.3,34.1,Heard,Aggressive,Yes,37.9,Semi-urban,0.43,0.45,Hotline
22-03-14,Lahore,22.6,42.6,228,55,0,1,1,Monkey,Mammal,5,Morning,Cloudy,Fri,Summer,1,0.16,0.3,0.74,0.16,0.53,Chased,Yes,0.63,10.7,Fed,Feeding,Yes,13.8,Semi-urban,0.61,0.52,In-person
26-05-23,Peshawar,34.8,79.8,288,92,3,1,8,Owl,Bird,1,Night,Sunny,Sun,Winter,5,0.19,0.06,0.8,0.57,0.49,Seen,No,0.29,33.6,Chased,Feeding,Yes,20.1,Semi-urban,0.51,0.18,In-person
23-05-17,Islamabad,42.7,73.5,176,53,3,1,3,Owl,Bird,1,Morning,Foggy,Tue,Winter,9,0.36,0.41,0.76,0.15,0.82,Chased,No,0.5,48.2,Photographed,Calm,No,24.8,Rural,0.05,0.65,Website
02-11-25,Peshawar,27.8,52.2,289,97,7,1,8,Bat,Mammal,3,Morning,Cloudy,Thu,Spring,8,0.16,0.34,0.21,0.1,0.83,Seen,No,0.29,22.5,Seen,Aggressive,No,0.2,Urban,0.77,0.52,Hotline
18-09-26,Islamabad,40.9,23.7,58,41,0,2,5,Cobra,Reptile,5,Morning,Foggy,Sun,Spring,9,0.8,0.3,0.35,0.65,0.38,Heard,No,0.11,59.4,Seen,Curious,Yes,12,Semi-urban,0.24,0.22,App
18-02-18,Peshawar,19.7,55.1,61,84,0,3,4,Wild Cat,Mammal,8,Evening,Foggy,Wed,Autumn,4,0.33,0.17,0.88,0.07,0.75,Fed,No,0.5,43.2,Chased,Fleeing,No,44.5,Rural,0.34,0.3,Website
21-02-20,Peshawar,34.5,89.8,130,50,7,3,4,Owl,Bird,1,Evening,Cloudy,Sat,Summer,0,0.13,0.49,0.57,0.91,0.92,Seen,Yes,0.15,38.3,Seen,Calm,Yes,39.8,Urban,0.54,0.19,In-person
25-07-13,Islamabad,22,42,257,44,5,1,8,Porcupine,Mammal,3,Night,Rainy,Thu,Winter,4,0.48,0.22,0.5,0.12,0,Seen,No,0.73,50.2,Heard,Feeding,Yes,28.8,Urban,0.23,0.46,Hotline
17-02-19,Lahore,33.8,22.3,293,78,2,0,8,Cobra,Reptile,5,Afternoon,Cloudy,Thu,Autumn,3,0.1,0.23,0.39,0.21,0.81,Heard,Yes,0.65,12.6,Heard,Aggressive,No,38.6,Semi-urban,0.54,0.29,App
13-08-14,Karachi,40.3,34.7,285,62,8,4,1,Cobra,Reptile,9,Evening,Sunny,Thu,Autumn,3,0.98,0.52,0.35,0.94,0.98,Chased,No,0.81,43.4,Chased,Feeding,No,0.2,Semi-urban,0.31,0.93,App
22-06-19,Karachi,26,43.4,297,98,7,1,1,Fox,Mammal,4,Morning,Sunny,Wed,Winter,8,0.66,0.7,0.88,0.42,0.3,Seen,No,0.66,43.8,Heard,Curious,No,8.6,Rural,0.16,0.34,Hotline
21-05-22,Quetta,22.4,72.5,81,86,0,1,6,Porcupine,Mammal,7,Afternoon,Rainy,Fri,Winter,0,0.83,0.44,0.07,0.69,0.54,Photographed,Yes,0.71,41,Heard,Fleeing,No,7.8,Urban,0.33,0.12,App
13-10-12,Islamabad,44.5,76.5,272,86,5,2,7,Cobra,Reptile,9,Evening,Sunny,Sat,Winter,7,0.78,0.65,0.98,0.14,0.63,Fed,No,0.95,44.9,Photographed,Fleeing,No,16.9,Semi-urban,0.12,0.97,Website
17-06-13,Karachi,17.2,88.3,116,44,4,4,1,Porcupine,Mammal,7,Morning,Cloudy,Sat,Spring,9,0.38,0.28,0.26,0.65,0.92,Heard,No,0.35,15.7,Seen,Feeding,No,35.8,Semi-urban,0.01,0.85,Website
11-11-16,Peshawar,26.4,83.1,251,63,3,1,6,Cobra,Reptile,9,Morning,Sunny,Sat,Spring,5,0.62,0.56,0,0.84,0.06,Fed,Yes,0.47,7.6,Heard,Feeding,No,33.1,Rural,0.33,0.16,Website
16-10-19,Karachi,16.4,36.6,296,65,1,0,5,Wild Cat,Mammal,1,Afternoon,Cloudy,Tue,Autumn,7,0.2,0.06,0.63,0.25,0.09,Photographed,No,0.42,9.8,Chased,Calm,Yes,25.4,Semi-urban,0.15,0.99,In-person
15-09-22,Lahore,25.1,53.2,287,88,2,0,8,Porcupine,Mammal,5,Night,Sunny,Mon,Winter,3,0.76,0.79,0.07,0.61,0.97,Chased,No,0.81,1.4,Heard,Fleeing,Yes,11.3,Semi-urban,0.45,0.74,Website
23-04-26,Quetta,31.7,25.4,176,80,2,0,7,Hedgehog,Mammal,7,Morning,Cloudy,Thu,Spring,6,0.33,0.59,0.79,0.84,0.4,Seen,Yes,0.56,18.1,Fed,Aggressive,No,34.9,Urban,0.67,0.63,In-person
26-10-13,Peshawar,33.8,82.9,91,41,1,2,3,Cobra,Reptile,1,Night,Sunny,Thu,Winter,4,0.15,0.45,0.49,0.1,0.51,Photographed,Yes,0.26,33.5,Fed,Fleeing,No,41.6,Urban,0.09,0.46,Website
27-10-12,Peshawar,22,60.2,152,73,5,3,5,Bat,Mammal,7,Morning,Sunny,Sun,Spring,6,0.55,0.68,0.67,0.74,0.42,Fed,Yes,0.78,28.9,Seen,Calm,No,16.2,Semi-urban,0.32,0.26,In-person
01-02-15,Islamabad,36.6,31,132,81,5,4,3,Porcupine,Mammal,7,Evening,Cloudy,Mon,Autumn,0,0.48,0.96,0.14,0.05,0.85,Photographed,Yes,0.43,28,Heard,Fleeing,Yes,25.6,Urban,0.83,0.17,Website
21-02-14,Quetta,31.5,50.1,91,47,9,1,0,Monkey,Mammal,4,Night,Sunny,Fri,Autumn,6,0.47,0.22,0.79,0.79,0.3,Seen,No,0.36,17.4,Photographed,Fleeing,No,8.2,Urban,0.86,0.34,Website
31-08-23,Islamabad,36,27,50,85,3,1,6,Wild Cat,Mammal,6,Night,Rainy,Sat,Spring,6,0.79,0.99,0.19,0.05,0.46,Heard,Yes,0.36,40.3,Chased,Feeding,Yes,24.8,Semi-urban,0.5,0.42,Website
24-03-14,Quetta,21.3,34.9,114,71,4,0,7,Porcupine,Mammal,2,Morning,Sunny,Tue,Summer,1,0.43,0.99,0.09,0.29,0.29,Fed,Yes,0.98,25,Fed,Fleeing,No,28.4,Semi-urban,0.2,0.11,Hotline
29-05-20,Islamabad,25.2,64.7,290,81,1,2,0,Wild Cat,Mammal,8,Morning,Sunny,Fri,Summer,7,0.21,0.7,0.2,0.7,0.8,Heard,No,0.8,2.7,Fed,Feeding,Yes,46.5,Urban,0.71,0.83,Hotline
26-05-12,Peshawar,34.4,57,216,87,1,2,9,Monkey,Mammal,9,Night,Foggy,Fri,Spring,6,0.38,0.27,0.06,0.94,0.12,Photographed,Yes,0.26,2.5,Chased,Feeding,Yes,15.9,Urban,0.82,0.4,App
10-02-17,Quetta,35,87.6,241,50,8,0,2,Owl,Bird,8,Night,Foggy,Mon,Autumn,0,0.25,0.13,0.5,0.19,0.23,Chased,Yes,0.67,31.4,Seen,Calm,Yes,6.1,Semi-urban,0.15,0.12,App
16-04-16,Lahore,21.6,82.1,238,78,3,1,6,Fox,Mammal,8,Night,Cloudy,Thu,Winter,5,0.45,0.5,0.1,0.93,0.25,Chased,No,0.61,3.1,Photographed,Fleeing,No,14.9,Urban,0.69,0.51,In-person
03-11-25,Quetta,36.9,30.9,110,60,4,4,3,Owl,Bird,1,Evening,Sunny,Mon,Winter,3,0.34,0.65,0.34,0.72,0.29,Seen,Yes,0.79,40.8,Seen,Aggressive,Yes,10.7,Urban,0.05,0.94,Hotline
05-03-21,Karachi,22.1,60.4,177,84,1,0,6,Wild Cat,Mammal,7,Morning,Rainy,Mon,Winter,2,0.04,0.76,0.92,0.48,0.84,Seen,Yes,0.6,55.9,Fed,Aggressive,Yes,25.5,Semi-urban,0.2,0.88,App
03-06-12,Quetta,39,47.9,267,75,1,1,0,Monkey,Mammal,9,Night,Foggy,Tue,Summer,9,0.38,0.79,0.13,0.2,0.53,Photographed,Yes,0.89,8.7,Chased,Fleeing,No,28.3,Semi-urban,0.75,0.77,In-person
06-05-11,Karachi,33.8,85.9,242,77,7,4,6,Wild Cat,Mammal,2,Night,Sunny,Wed,Spring,5,0.17,0.11,0.68,0.38,0.57,Heard,No,0.77,47.4,Photographed,Feeding,No,25.5,Semi-urban,0.31,0.8,In-person
16-08-22,Karachi,27.5,85.6,51,70,8,4,8,Owl,Bird,6,Evening,Foggy,Sat,Winter,3,0.02,0.78,0.4,0.8,0.55,Fed,Yes,0.57,42.4,Fed,Calm,Yes,40.3,Urban,0.69,0.51,Hotline
03-08-25,Peshawar,24.6,79.2,189,44,2,3,1,Cobra,Reptile,6,Night,Sunny,Fri,Autumn,5,0.24,0.66,0.34,0.07,0.73,Fed,No,0.83,18.6,Fed,Calm,Yes,39.3,Semi-urban,0.46,0.76,In-person
06-12-10,Peshawar,34.4,85.1,168,84,9,1,5,Owl,Bird,5,Night,Cloudy,Sat,Autumn,4,0.13,0.83,0.6,0.45,0.83,Chased,Yes,0.32,20.2,Fed,Fleeing,No,38.7,Semi-urban,0.59,0.29,In-person
02-04-12,Islamabad,41.8,89.6,89,97,3,2,7,Bat,Mammal,7,Evening,Foggy,Thu,Summer,7,0.36,0.85,0.46,0.54,0.89,Fed,No,0.79,48.7,Chased,Fleeing,No,0.7,Urban,0.66,0.52,App
08-05-11,Karachi,41.5,22.7,135,42,4,2,1,Hedgehog,Mammal,2,Evening,Sunny,Sat,Autumn,1,0.68,0.17,0.51,0.26,0.03,Fed,Yes,0.16,8.8,Heard,Aggressive,No,27.3,Urban,0.21,0.86,Hotline
28-10-11,Quetta,15.8,66.2,68,93,2,0,7,Porcupine,Mammal,9,Evening,Foggy,Sun,Summer,4,0.91,0.61,0.89,0.76,0.2,Seen,Yes,0.13,1.6,Chased,Fleeing,No,29.4,Semi-urban,0.52,0.73,In-person
16-12-25,Karachi,40.3,31.5,244,43,0,1,4,Hedgehog,Mammal,4,Afternoon,Rainy,Wed,Autumn,2,0.3,0.09,0.78,0.22,0.44,Seen,No,0.58,41.4,Heard,Calm,No,24.4,Urban,0.69,0.83,Hotline
24-11-10,Karachi,36.4,41,284,44,4,1,7,Porcupine,Mammal,1,Afternoon,Sunny,Sat,Summer,2,0.55,0.08,0.13,0.04,0.81,Fed,No,0.39,24.7,Fed,Feeding,Yes,31.2,Rural,0.97,0.65,App
18-04-26,Lahore,18.5,83.2,137,48,4,3,4,Monkey,Mammal,5,Evening,Rainy,Sun,Autumn,8,0.52,0.23,0.7,0.98,0.43,Chased,Yes,1,15.9,Seen,Feeding,Yes,6.1,Semi-urban,1,0.44,App
20-05-10,Peshawar,40.8,22.1,278,70,0,0,9,Owl,Bird,7,Morning,Foggy,Tue,Spring,2,0.85,0.66,0.2,0,0.97,Seen,No,0.78,22.5,Photographed,Aggressive,No,21.7,Semi-urban,0.54,0.75,App
05-10-22,Quetta,20.2,33.7,256,74,3,3,7,Hedgehog,Mammal,8,Evening,Foggy,Mon,Summer,3,0.14,0.98,0.3,0.47,0.02,Fed,No,0.83,47.8,Chased,Calm,Yes,34.8,Rural,0.36,0.44,In-person
07-03-17,Lahore,29.9,48.1,213,72,3,0,7,Wild Cat,Mammal,9,Evening,Foggy,Tue,Summer,6,0.34,0.82,0.47,0.19,0.69,Heard,No,0.12,10.1,Photographed,Calm,No,29.1,Urban,0.67,0.37,In-person
15-01-20,Lahore,23.3,21.4,66,61,1,0,8,Bat,Mammal,2,Night,Cloudy,Wed,Winter,5,0.99,0.44,0.09,0.72,0.9,Fed,No,0.71,30.3,Heard,Feeding,No,12.4,Urban,0.45,0.48,App
08-09-10,Lahore,43.9,22.6,242,70,0,3,0,Monkey,Mammal,2,Morning,Rainy,Sun,Autumn,0,0.16,0.79,0.56,0.91,0.87,Chased,No,0.62,33.7,Seen,Calm,Yes,7.6,Rural,0.06,0.76,In-person
25-02-22,Karachi,33.4,75.7,143,68,1,1,1,Hedgehog,Mammal,3,Morning,Sunny,Wed,Summer,7,0.47,0.2,0.01,0.26,0.22,Fed,Yes,0.72,51.8,Seen,Fleeing,Yes,12,Rural,0.22,0.45,App
22-09-17,Lahore,20.2,86.3,134,78,1,3,1,Monkey,Mammal,3,Morning,Cloudy,Mon,Autumn,2,0.5,0.98,0.95,0.22,0.83,Seen,No,0.82,57.8,Seen,Aggressive,No,25.5,Semi-urban,0.53,0.81,App
09-03-20,Karachi,45,41.6,283,42,9,4,4,Hedgehog,Mammal,1,Afternoon,Rainy,Mon,Autumn,8,0.97,0.34,0.26,0.79,0.5,Photographed,Yes,0.26,22.2,Photographed,Fleeing,No,10.3,Semi-urban,0.21,0.17,Website
17-09-19,Islamabad,34.4,46,217,98,0,4,6,Owl,Bird,5,Afternoon,Cloudy,Sun,Spring,7,0.92,0.03,0.64,0.86,0.72,Photographed,No,0.3,29.1,Fed,Calm,No,45.5,Semi-urban,0.12,0.99,App
03-01-21,Islamabad,19.3,30,118,43,0,3,6,Bat,Mammal,5,Night,Cloudy,Mon,Spring,5,0.25,0.74,0.92,0.16,0.22,Chased,Yes,0.5,45.1,Heard,Feeding,No,33,Rural,0.33,0.16,Website
18-07-16,Quetta,22.6,35.4,194,85,1,4,8,Bat,Mammal,3,Evening,Sunny,Mon,Autumn,2,0.97,0.15,0.11,0,0.72,Photographed,No,0.38,52.4,Heard,Curious,Yes,31.7,Semi-urban,0.58,0.54,App
21-12-20,Karachi,22.7,24.5,249,91,1,2,2,Owl,Bird,8,Night,Rainy,Tue,Autumn,2,0.65,0.92,0.26,0.15,0.92,Photographed,No,0.88,54.7,Seen,Fleeing,No,6.3,Rural,0.92,0.62,In-person
27-09-12,Peshawar,35,51.8,265,85,1,1,0,Hedgehog,Mammal,4,Morning,Cloudy,Wed,Winter,2,0.32,0.04,0.51,0.2,0.73,Photographed,No,0.18,57.5,Heard,Curious,No,43.8,Rural,0.87,0.81,In-person
13-03-17,Islamabad,34,23.7,102,93,3,0,5,Owl,Bird,3,Evening,Cloudy,Wed,Winter,7,0.42,0.8,0.27,0.11,0.22,Fed,Yes,0.55,34.7,Photographed,Aggressive,No,3.6,Rural,0.3,0.77,App
08-10-17,Quetta,40.9,29.1,94,49,9,4,3,Wild Cat,Mammal,8,Morning,Foggy,Tue,Spring,4,0.28,0.13,0.18,0.64,0.43,Fed,No,0.95,22.6,Chased,Curious,Yes,41.7,Urban,0.55,0.73,Hotline
22-06-25,Peshawar,20.1,72.4,164,57,9,0,6,Owl,Bird,6,Morning,Sunny,Wed,Winter,9,0.15,0.17,0.53,0.63,0.42,Heard,No,0.34,5,Photographed,Aggressive,No,2.6,Semi-urban,0.04,0.91,App
15-03-19,Quetta,18.9,40.7,259,51,4,1,4,Owl,Bird,6,Afternoon,Sunny,Wed,Winter,1,0.31,0.49,0.1,0.17,0.31,Fed,Yes,0.18,7.7,Chased,Aggressive,Yes,42,Rural,0.25,0.39,Hotline
27-01-17,Lahore,20.2,48.3,268,74,8,3,9,Bat,Mammal,3,Afternoon,Rainy,Fri,Spring,4,0.51,0.13,0.68,0.33,0.94,Heard,No,0.69,29.1,Photographed,Fleeing,Yes,11.6,Urban,0.09,0.27,Hotline
17-07-23,Islamabad,32.1,56.4,65,75,9,2,0,Owl,Bird,4,Afternoon,Cloudy,Mon,Winter,5,0.42,0.48,0.14,0.97,0.57,Chased,Yes,0.36,43.1,Heard,Feeding,Yes,44,Rural,0.3,0.39,Hotline
13-02-10,Quetta,28.2,35.2,191,56,9,0,6,Monkey,Mammal,2,Evening,Rainy,Mon,Autumn,0,0.15,0.6,0.41,0.45,0.13,Chased,Yes,0.33,6.8,Chased,Fleeing,No,16.8,Urban,0.31,0.8,In-person
02-10-26,Karachi,44.6,89.9,257,90,1,1,9,Hedgehog,Mammal,8,Morning,Sunny,Thu,Spring,8,0.64,0.48,0.59,0.37,0.3,Fed,Yes,0.94,53.1,Heard,Aggressive,No,6.3,Rural,0.65,0.42,App
31-03-25,Lahore,32,34.5,239,88,1,0,9,Porcupine,Mammal,5,Evening,Cloudy,Mon,Summer,4,0.76,0.27,0.41,0.35,0,Heard,No,0.62,40.5,Chased,Aggressive,No,13.9,Rural,0.69,0.32,Hotline
30-10-15,Islamabad,36.5,52,67,68,0,3,0,Cobra,Reptile,3,Morning,Rainy,Sat,Winter,5,0.48,0.14,0.61,0.93,0.96,Fed,No,0.75,30.1,Seen,Curious,No,9.4,Rural,0.6,0.65,In-person
28-09-10,Karachi,18.3,37.8,127,78,2,2,5,Bat,Mammal,3,Afternoon,Cloudy,Mon,Spring,4,0.51,0.03,0.99,0.77,0.78,Photographed,No,0.78,38.8,Chased,Feeding,Yes,3.6,Urban,0.46,0.35,In-person
15-12-21,Lahore,23.9,45.9,256,89,6,4,7,Bat,Mammal,3,Afternoon,Foggy,Mon,Spring,7,0.49,0.12,0.84,0.57,0.54,Fed,No,0.95,5.9,Photographed,Fleeing,Yes,24.6,Urban,0.71,0.82,Hotline
10-11-25,Lahore,15,67.8,51,97,3,1,5,Monkey,Mammal,2,Afternoon,Rainy,Tue,Autumn,5,0.69,0.67,0.34,0.24,0.63,Heard,No,0.11,50.7,Fed,Aggressive,No,45.1,Rural,0.16,0.62,App
27-05-11,Lahore,20.3,54.6,122,96,2,3,3,Cobra,Reptile,7,Evening,Sunny,Wed,Summer,5,0.64,0,0.12,0.77,0.04,Heard,No,0.96,53.8,Fed,Curious,No,18.2,Semi-urban,0.31,0.65,App
16-08-13,Islamabad,33.4,26.2,67,64,7,3,2,Wild Cat,Mammal,4,Night,Rainy,Sat,Winter,9,0.7,0.87,0.12,0.44,0.85,Chased,No,0.43,16.9,Photographed,Aggressive,No,37.3,Semi-urban,0.4,0.74,App
11-11-17,Karachi,18.8,58.7,182,69,2,3,0,Cobra,Reptile,5,Night,Rainy,Sat,Winter,1,0.67,0.65,0.66,0.04,0.44,Chased,No,0.6,40.2,Heard,Curious,Yes,14.6,Urban,0.68,0.46,Hotline
08-10-22,Lahore,36.5,33,201,99,7,3,8,Wild Cat,Mammal,7,Evening,Rainy,Sat,Spring,4,0.94,0.74,0.59,0.01,0.05,Photographed,No,0.8,40.5,Seen,Feeding,No,10.8,Semi-urban,0.44,0.69,App
12-12-21,Quetta,15.5,67.4,136,92,3,3,6,Hedgehog,Mammal,1,Night,Rainy,Sun,Summer,7,0.63,0.34,0.11,0.83,0.5,Chased,Yes,0.35,41.3,Fed,Calm,No,16.9,Rural,0.36,0.35,In-person
29-09-26,Karachi,25.8,38.4,228,46,1,0,5,Bat,Mammal,2,Night,Cloudy,Wed,Winter,8,0.96,0.21,0.3,0,0.23,Seen,No,0.48,28.2,Heard,Aggressive,Yes,13.4,Semi-urban,0.15,0.61,Hotline
08-11-21,Peshawar,27.3,49.8,189,99,0,1,7,Hedgehog,Mammal,4,Morning,Rainy,Fri,Summer,8,0.97,0.38,0.21,0.91,0.14,Fed,No,0.37,13,Heard,Curious,No,28.3,Rural,0.41,0.36,Hotline
10-07-13,Peshawar,38,66.5,71,65,8,1,6,Owl,Bird,9,Evening,Cloudy,Fri,Spring,9,0.15,0.51,0.81,0.06,0.83,Seen,No,0.74,3,Chased,Feeding,Yes,5.4,Rural,0.08,0.71,App
17-03-21,Quetta,31.8,45.1,130,79,8,0,4,Fox,Mammal,2,Afternoon,Sunny,Sat,Autumn,6,0.69,0.67,0.99,0.88,0.22,Fed,Yes,0.5,16.2,Fed,Feeding,Yes,2.5,Urban,0.38,0.2,App
01-09-26,Quetta,37.9,47.3,276,78,2,3,7,Monkey,Mammal,2,Evening,Cloudy,Sat,Winter,0,0.99,0.85,0.46,0.11,0.66,Seen,No,0.48,24.9,Heard,Aggressive,No,17,Rural,0.17,0.18,Website
28-08-23,Peshawar,39.6,32.9,77,76,2,4,6,Owl,Bird,7,Afternoon,Sunny,Sat,Spring,5,0.13,0.17,0.72,0.28,0.11,Chased,Yes,0.57,48.6,Fed,Feeding,Yes,15.4,Urban,0.26,0.29,Website
01-01-22,Karachi,29.3,60.1,285,72,5,2,0,Fox,Mammal,8,Morning,Cloudy,Tue,Autumn,7,0.28,0.17,0.71,0.66,0.14,Fed,Yes,0.5,18.5,Photographed,Fleeing,Yes,16.9,Semi-urban,0.58,0.91,Website
06-08-18,Lahore,41.9,48.9,153,53,7,1,2,Monkey,Mammal,6,Night,Sunny,Tue,Spring,1,0.58,0.45,0.41,0.94,0.6,Heard,No,0.83,57.3,Seen,Feeding,Yes,40.5,Rural,0.94,0.78,In-person
29-01-18,Peshawar,20.1,35.9,187,48,4,1,6,Fox,Mammal,7,Morning,Cloudy,Thu,Winter,4,0,0.89,0.24,0.15,0.3,Chased,Yes,0.27,47.8,Photographed,Calm,No,31.8,Rural,0.17,0.63,Website
28-05-11,Lahore,21.2,33.8,291,65,1,4,7,Wild Cat,Mammal,5,Night,Sunny,Fri,Summer,0,0.62,0.23,0.88,0.82,0.17,Fed,Yes,0.81,59.2,Seen,Feeding,No,17.9,Urban,0.37,0.12,Website
21-03-12,Karachi,36.8,77.9,105,97,8,2,6,Monkey,Mammal,3,Afternoon,Foggy,Thu,Winter,1,0.67,0.52,0.62,0.55,0.64,Seen,No,0.55,14.1,Photographed,Feeding,No,34.7,Urban,0.38,0.21,App
21-08-25,Peshawar,40.5,32.7,101,93,3,4,9,Owl,Bird,3,Evening,Sunny,Tue,Autumn,6,0.07,0.28,0.52,0.17,0.97,Photographed,No,0.73,35.4,Heard,Fleeing,Yes,34.1,Rural,0.44,0.52,Website
24-07-23,Quetta,41.7,70.5,224,51,3,4,7,Fox,Mammal,8,Morning,Cloudy,Wed,Autumn,8,0.05,0.39,0.92,0.04,0.18,Fed,No,0.83,22.5,Fed,Aggressive,No,9.4,Urban,0.82,0.6,Hotline
07-08-14,Quetta,31.5,40.6,226,50,9,4,1,Hedgehog,Mammal,8,Night,Foggy,Mon,Summer,8,0.85,0.57,0.89,0.25,0.65,Photographed,Yes,0.94,23.1,Fed,Curious,No,47.6,Semi-urban,0.39,0.49,App
26-03-12,Quetta,39.2,38.3,210,56,9,0,1,Wild Cat,Mammal,2,Night,Foggy,Mon,Winter,8,0.93,0.82,0.88,0.44,0.72,Chased,Yes,1,26.5,Fed,Calm,Yes,42.4,Urban,0.08,0.59,Website
23-01-19,Lahore,25,56.6,235,56,2,4,7,Porcupine,Mammal,8,Night,Cloudy,Wed,Spring,9,0.86,0,0.27,0.64,0.92,Seen,No,0.11,28.4,Heard,Aggressive,No,25.9,Urban,1,0.73,Website
05-12-19,Karachi,18.8,58.9,129,75,4,0,2,Cobra,Reptile,8,Evening,Foggy,Thu,Spring,5,0.19,0.15,0.93,0.4,0.42,Seen,No,0.72,24.4,Heard,Feeding,No,43.8,Urban,0.96,0.4,In-person
01-08-26,Karachi,21.2,25.3,263,77,1,3,7,Owl,Bird,7,Evening,Rainy,Tue,Winter,1,0.51,0.71,0.98,0.16,0.7,Seen,No,0.6,29.2,Fed,Curious,Yes,36.1,Rural,0.24,0.38,Hotline
04-09-23,Peshawar,26.5,32.8,207,76,9,0,2,Cobra,Reptile,4,Evening,Sunny,Thu,Spring,3,0.21,0.58,0.78,0.88,0.34,Heard,No,0.26,41.5,Chased,Fleeing,No,34.4,Rural,0.44,0.63,App
07-10-10,Islamabad,39,71.3,80,55,9,2,0,Porcupine,Mammal,3,Morning,Cloudy,Sun,Autumn,2,0.58,0.89,0.04,0.4,0.39,Photographed,Yes,0.33,34.9,Seen,Calm,Yes,8.6,Urban,0.92,0.24,App
08-11-22,Karachi,44,20.8,195,64,3,1,4,Bat,Mammal,7,Afternoon,Cloudy,Tue,Summer,5,0.08,0.24,0.07,0.85,0.85,Photographed,Yes,0.59,55.3,Heard,Fleeing,No,17.6,Semi-urban,0.18,0.37,Website
17-04-16,Karachi,18.7,77.6,282,86,1,2,6,Owl,Bird,4,Night,Rainy,Sun,Summer,3,0.8,0.38,0.61,0.88,0.54,Seen,No,0.33,47.7,Fed,Calm,No,21.8,Semi-urban,0.56,0.91,Hotline
31-07-16,Peshawar,29.7,43.4,92,63,6,0,6,Fox,Mammal,2,Afternoon,Rainy,Wed,Summer,8,0.91,0.83,0.65,0.71,0.91,Fed,Yes,0.67,28.6,Seen,Curious,No,22.2,Urban,0.98,0.78,App
27-10-22,Quetta,35.1,26.7,201,93,4,4,1,Owl,Bird,3,Morning,Sunny,Thu,Summer,3,0.01,0.86,0.44,0.62,0.2,Chased,Yes,0.73,19.3,Fed,Feeding,Yes,25.9,Urban,0.32,0.68,Hotline
06-09-20,Karachi,40.5,64.9,140,89,9,0,6,Bat,Mammal,3,Night,Cloudy,Thu,Autumn,9,0.1,0.56,0.19,0.5,0.64,Photographed,Yes,0.33,57,Heard,Calm,No,12.9,Semi-urban,0.16,0.51,App
06-06-20,Islamabad,28.3,80.1,178,86,8,4,9,Fox,Mammal,1,Night,Rainy,Mon,Winter,2,0.92,0.48,0.73,0.7,0.18,Seen,No,0.89,14.7,Chased,Calm,Yes,9.6,Rural,0.52,0.99,App
03-12-24,Peshawar,24.4,87.5,74,90,8,1,6,Bat,Mammal,2,Evening,Sunny,Mon,Summer,4,0.94,0.37,0.26,0.81,0.52,Fed,Yes,0.25,55.8,Seen,Feeding,No,48.1,Semi-urban,0.69,0.97,Hotline
24-06-20,Peshawar,35.2,63.6,270,91,0,2,4,Wild Cat,Mammal,2,Evening,Rainy,Sat,Summer,9,0.35,0.45,0.85,0.95,0.48,Fed,Yes,0.73,33.3,Fed,Aggressive,Yes,43.4,Rural,0.26,0.88,Website
19-06-26,Peshawar,30.5,51.9,255,97,1,2,8,Bat,Mammal,3,Evening,Rainy,Fri,Spring,6,0.39,0.46,0.7,0.21,0.04,Photographed,No,0.5,53.8,Fed,Calm,Yes,22.6,Semi-urban,0.57,0.29,App
22-12-17,Karachi,28.9,53.6,54,52,8,0,3,Hedgehog,Mammal,7,Night,Cloudy,Tue,Winter,4,0.65,0.31,0.55,0.83,0.84,Seen,No,0.69,8.3,Seen,Aggressive,Yes,8.2,Semi-urban,0.29,0.7,App
03-10-22,Peshawar,22.7,52.5,276,43,4,3,5,Bat,Mammal,6,Afternoon,Cloudy,Sat,Spring,7,0.91,0.68,0.62,0.25,0.93,Photographed,No,0.12,5.8,Fed,Feeding,Yes,7.8,Urban,0.69,0.66,App
